Street,Event,Datetime
Covington St,Trip,2010-08-04 20:43:28
Old Harbor St,Trip,2010-08-04 20:43:28
W 9th St,Trip,2010-08-04 20:43:28
Mitchell St,Trip,2010-08-04 20:43:28
Damrell St,Trip,2010-08-04 20:43:28
Old Colony Ave,Trip,2010-08-04 20:43:28
Dorchester Ave,Trip,2010-08-04 20:43:28
W 6th St,Trip,2010-08-04 20:43:28
W 4th St,Trip,2010-08-04 20:43:28
Silver St,Trip,2010-08-04 20:43:28
Foundry St,Trip,2010-08-04 20:43:28
E Berkeley St,Trip,2010-08-04 20:43:28
Shawmut Ave,Trip,2010-08-04 20:43:28
Dwight St,Trip,2010-08-04 20:43:28
Berkeley St,Trip,2010-08-04 20:43:28
Stuart St,Trip,2010-08-04 20:43:28
Dartmouth St,Trip,2010-08-04 20:43:28
St James Ave,Trip,2010-08-04 20:43:28
Beacon St,Trip,2010-08-04 20:43:28
Massachusetts Ave,Trip,2010-08-04 20:43:28
Storrow Dr,Trip,2010-08-04 20:43:28
Raleigh St,Trip,2010-08-04 20:43:28
Bay State Rd,Trip,2010-08-04 20:43:28
Deerfield St,Trip,2010-08-04 20:43:28
Soldiers Field Rd,Trip,2010-08-04 20:43:28
Buick St,Trip,2010-08-04 20:43:28
Cambridge St,Trip,2010-08-04 20:43:28
Western Ave,Trip,2010-08-04 20:43:28
Leo M Birmingham Pky,Trip,2010-08-04 20:43:28
Commonwealth Ave,Trip,2010-08-11 20:38:05
Warren St,Trip,2010-08-11 20:38:05
Cambridge St,Trip,2010-08-11 20:38:05
Brighton Ave,Trip,2010-08-11 20:38:05
Sparhawk St,Trip,2010-08-11 20:38:05
Walworth St,Trip,2010-08-18 16:30:38
Belgrade Ave,Trip,2010-08-18 16:30:38
Tyndale St,Trip,2010-08-18 16:30:38
South St,Trip,2010-08-18 16:30:38
Walter St,Trip,2010-08-18 16:30:38
Weld St,Trip,2010-08-18 16:30:38
Centre St,Trip,2010-08-18 16:30:38
Louders Ln,Trip,2010-08-18 16:30:38
May St,Trip,2010-08-18 16:30:38
Arborway,Trip,2010-08-18 16:30:38
Pond St,Trip,2010-08-18 16:30:38
Prince St,Trip,2010-08-18 16:30:38
Perkins St,Trip,2010-08-18 16:30:38
Jamaicaway,Trip,2010-08-18 16:30:38
Burroughs St,Trip,2010-08-18 16:30:38
Eliot St,Trip,2010-08-18 16:30:38
Dunster Rd,Trip,2010-08-18 16:30:38
Hillcroft Rd,Trip,2010-08-18 16:30:38
Brownson Ter,Trip,2010-08-18 16:30:38
Hewlett St,Trip,2010-08-18 16:30:38
Park St,Trip,2010-08-31 14:33:30
Harvard St,Trip,2010-08-31 14:33:30
Causeway St,Trip,2010-08-31 14:33:30
Staniford St,Trip,2010-08-31 14:33:30
William Cardinal Oconnell Way,Trip,2010-08-31 14:33:30
Blossom St,Trip,2010-08-31 14:33:30
Emerson Pl,Trip,2010-08-31 14:33:30
Washington St,Trip,2010-09-15 11:29:10
Kneeland St,Trip,2010-09-15 11:29:10
Avery St,Trip,2010-09-15 11:29:10
Harrison Ave Ext,Trip,2010-09-15 11:29:10
Essex St,Trip,2010-09-15 11:29:10
Kingston St,Trip,2010-09-15 11:29:10
Chauncy St,Trip,2010-09-15 11:29:10
Beach St,Trip,2010-09-15 11:29:10
Harrison Ave,Trip,2010-09-15 11:29:10
Stuart St,Trip,2010-09-15 11:29:10
Commonwealth Ave,Trip,2010-09-17 14:36:39
Autumn St,Trip,2010-09-17 14:36:39
Netherlands Rd,Trip,2010-09-17 14:36:39
Huntington Ave,Trip,2010-09-17 14:36:39
S Huntington Ave,Trip,2010-09-17 14:36:39
Centre St,Trip,2010-09-17 14:36:39
Spring Park Ave,Trip,2010-09-17 14:36:39
Saybrook St,Trip,2010-09-22 00:34:01
Murdock St,Trip,2010-09-22 00:34:01
Gardena St,Trip,2010-09-22 00:34:01
Etna St,Trip,2010-09-22 00:34:01
Market St,Trip,2010-09-22 00:34:01
Lawrence Pl,Trip,2010-09-22 00:34:01
N Beacon St,Trip,2010-09-22 00:34:01
Leo M Birmingham Pky,Trip,2010-09-22 00:34:01
Waverly St,Trip,2010-09-22 00:34:01
Western Ave,Trip,2010-09-22 00:34:01
N Harvard St,Trip,2010-09-22 00:34:01
Hooker St,Trip,2010-09-22 00:34:01
Cambridge St,Trip,2010-09-22 00:34:01
Lincoln St,Trip,2010-09-22 00:34:01
Royal St,Trip,2010-09-22 00:34:01
Mansfield St,Trip,2010-09-22 00:34:01
Linden St,Trip,2010-09-22 00:34:01
Franklin St,Trip,2010-09-22 00:34:01
Harvard Ave,Trip,2010-09-22 00:34:01
Commonwealth Ave,Trip,2010-09-23 16:39:34
Soldiers Field Rd,Trip,2010-09-23 16:39:34
Center Plz,Trip,2010-09-26 13:00:42
Cambridge St,Trip,2010-09-26 13:00:42
Charles St,Trip,2010-09-26 13:00:42
Storrow Dr,Trip,2010-09-26 13:00:42
David G Mugar Way,Trip,2010-09-26 13:00:42
Revere St,Trip,2010-09-26 13:00:42
Pinckney St,Trip,2010-09-26 13:00:42
Mt Vernon St,Trip,2010-09-26 13:00:42
Chestnut St,Trip,2010-09-26 13:00:42
Beaver Pl,Trip,2010-09-26 13:00:42
Beacon St,Trip,2010-09-26 13:00:42
Bay State Rd,Trip,2010-09-26 13:00:42
Raleigh St,Trip,2010-09-26 13:00:42
Deerfield St,Trip,2010-09-26 13:00:42
Soldiers Field Rd,Trip,2010-09-26 13:00:42
Harvard Way,Trip,2010-09-26 13:00:42
N Harvard St,Trip,2010-09-26 13:00:42
Charlesgate W,Trip,2010-09-26 13:00:42
Boylston St,Trip,2010-09-26 13:00:42
Park Dr,Trip,2010-09-26 13:00:42
Agassiz Rd,Trip,2010-09-26 13:00:42
Fenway,Trip,2010-09-26 13:00:42
Charlesgate E,Trip,2010-09-26 13:00:42
Commonwealth Ave,Trip,2010-09-26 13:00:42
Arlington St,Trip,2010-09-26 13:00:42
Tremont St,Trip,2010-09-26 13:00:42
Court St,Trip,2010-09-26 13:00:42
Washington St,Trip,2010-09-26 13:12:53
South St,Trip,2010-09-26 13:12:53
Belgrade Ave,Trip,2010-09-26 13:12:53
Walworth St,Trip,2010-09-26 13:12:53
Center Plz,Trip,2010-09-26 13:52:41
Cambridge St,Trip,2010-09-26 13:52:41
Charles St,Trip,2010-09-26 13:52:41
Storrow Dr,Trip,2010-09-26 13:52:41
David G Mugar Way,Trip,2010-09-26 13:52:41
Revere St,Trip,2010-09-26 13:52:41
Pinckney St,Trip,2010-09-26 13:52:41
Mt Vernon St,Trip,2010-09-26 13:52:41
Chestnut St,Trip,2010-09-26 13:52:41
Beaver Pl,Trip,2010-09-26 13:52:41
Beacon St,Trip,2010-09-26 13:52:41
Bay State Rd,Trip,2010-09-26 13:52:41
Raleigh St,Trip,2010-09-26 13:52:41
Deerfield St,Trip,2010-09-26 13:52:41
Soldiers Field Rd,Trip,2010-09-26 13:52:41
Harvard Way,Trip,2010-09-26 13:52:41
N Harvard St,Trip,2010-09-26 13:52:41
Charlesgate W,Trip,2010-09-26 13:52:41
Boylston St,Trip,2010-09-26 13:52:41
Park Dr,Trip,2010-09-26 13:52:41
Agassiz Rd,Trip,2010-09-26 13:52:41
Fenway,Trip,2010-09-26 13:52:41
Charlesgate E,Trip,2010-09-26 13:52:41
Commonwealth Ave,Trip,2010-09-26 13:52:41
Arlington St,Trip,2010-09-26 13:52:41
Tremont St,Trip,2010-09-26 13:52:41
Court St,Trip,2010-09-26 13:52:41
Washington St,Trip,2010-09-27 13:14:03
State St,Trip,2010-09-27 13:14:03
Boston Pl,Trip,2010-09-27 13:14:03
Court St,Trip,2010-09-27 13:14:03
Center Plz,Trip,2010-09-27 13:14:03
New Sudbury St,Trip,2010-09-27 13:14:03
Cambridge St,Trip,2010-09-27 13:14:03
Temple St,Trip,2010-09-27 13:14:03
Hancock St,Trip,2010-09-27 13:14:03
Blossom St,Trip,2010-09-27 13:14:03
Anderson Pl,Trip,2010-09-27 13:14:03
Anderson St,Trip,2010-09-27 13:14:03
Strong Pl,Trip,2010-09-27 13:14:03
Grove St,Trip,2010-09-27 13:14:03
Lindall Pl,Trip,2010-09-27 13:14:03
Charles St,Trip,2010-09-27 13:14:03
Storrow Dr,Trip,2010-09-27 13:14:03
RT 28,Trip,2010-09-27 13:14:03
David G Mugar Way,Trip,2010-09-27 13:14:03
Charles River Sq,Trip,2010-09-27 13:14:03
Revere St,Trip,2010-09-27 13:14:03
Pinckney St,Trip,2010-09-27 13:14:03
Brimmer St,Trip,2010-09-27 13:14:03
Mt Vernon St,Trip,2010-09-27 13:14:03
Otis Pl,Trip,2010-09-27 13:14:03
Chestnut St,Trip,2010-09-27 13:14:03
Beaver Pl,Trip,2010-09-27 13:14:03
Beacon St,Trip,2010-09-27 13:14:03
Massachusetts Ave,Trip,2010-09-27 13:14:03
Bay State Rd,Trip,2010-09-27 13:14:03
Raleigh St,Trip,2010-09-27 13:14:03
Deerfield St,Trip,2010-09-27 13:14:03
University Rd,Trip,2010-09-27 13:14:03
Soldiers Field Rd,Trip,2010-09-27 13:14:03
Mountfort St,Trip,2010-09-28 23:22:37
Park Dr,Trip,2010-09-28 23:22:37
Riverway,Trip,2010-09-28 23:22:37
Avenue Louis Pasteur,Trip,2010-09-28 23:22:37
Longwood Ave,Trip,2010-09-28 23:22:37
Huntington Ave,Trip,2010-09-28 23:22:37
David G Mugar Way,Trip,2010-10-09 12:22:56
Charles St,Trip,2010-10-09 12:22:56
Beacon St,Trip,2010-10-09 12:22:56
Tremont St,Trip,2010-10-09 12:22:56
Avery St,Trip,2010-10-09 12:22:56
Washington St,Trip,2010-10-09 12:22:56
Harrison Ave Ext,Trip,2010-10-09 12:22:56
Beach St,Trip,2010-10-09 12:22:56
Commonwealth Ave,Trip,2010-10-14 13:53:25
Gloucester St,Trip,2010-10-14 13:53:25
Newbury St,Trip,2010-10-14 13:53:25
Hereford St,Trip,2010-10-14 13:54:20
Newbury St,Trip,2010-10-14 13:54:20
Massachusetts Ave,Trip,2010-10-14 13:54:20
Hereford St,Trip,2010-10-14 13:55:30
Newbury St,Trip,2010-10-14 13:55:30
Boylston St,Trip,2010-10-14 13:55:30
Massachusetts Ave,Trip,2010-10-14 13:55:30
Westland Ave,Trip,2010-10-14 13:55:30
Gainsborough St,Trip,2010-10-14 13:55:30
St Stephen St,Trip,2010-10-14 13:55:30
Forsyth St,Trip,2010-10-14 13:55:30
Forsyth St,Trip,2010-10-14 13:56:39
Huntington Ave,Trip,2010-10-14 13:56:39
Massachusetts Ave,Trip,2010-10-14 13:56:39
Westland Ave,Trip,2010-10-14 13:56:39
Boylston St,Trip,2010-10-14 13:56:39
Newbury St,Trip,2010-10-14 13:56:39
Seaverns Ave,Trip,2010-10-20 21:05:22
Green St,Trip,2010-10-20 21:05:22
Lamartine St,Trip,2010-10-20 21:05:22
Boylston St,Trip,2010-10-20 21:05:22
Centre St,Trip,2010-10-20 21:05:22
Heath St,Trip,2010-10-20 21:05:22
Prentiss St,Trip,2010-10-20 21:05:22
Parker St,Trip,2010-10-20 21:05:22
Ward St,Trip,2010-10-20 21:05:22
Huntington Ave,Trip,2010-10-20 21:05:22
Jamaica St,Trip,2010-12-14 16:25:31
South St,Trip,2010-12-14 16:25:31
McBride St,Trip,2010-12-14 16:25:31
Call St,Trip,2010-12-14 16:25:31
Crosby Sq,Trip,2010-12-14 16:25:31
Green St,Trip,2010-12-14 16:25:31
Amory St,Trip,2010-12-14 16:25:31
Lamartine St,Trip,2010-12-14 16:25:31
Centre St,Trip,2010-12-14 16:25:31
Columbus Ave,Trip,2010-12-14 16:25:31
New Heath St,Trip,2010-12-14 16:25:31
Terrace St,Trip,2010-12-14 16:25:31
Terrace Pl,Trip,2010-12-14 16:25:31
Elmwood St,Trip,2010-12-14 16:25:31
Station St,Trip,2010-12-14 16:25:31
Mindoro St,Trip,2010-12-14 16:25:31
Prentiss St,Trip,2010-12-14 16:25:31
Schroeder Plz,Trip,2010-12-14 16:25:31
Tremont St,Trip,2010-12-14 16:25:31
Ruggles St,Trip,2010-12-14 16:25:31
Forsyth St,Trip,2010-12-14 16:25:31
Huntington Ave,Trip,2010-12-14 16:25:31
Hemenway St,Trip,2010-12-14 16:25:31
Fenway,Trip,2010-12-14 16:25:31
Evans Way,Trip,2010-12-14 16:25:31
Center Plz,Trip,2010-12-30 22:48:19
Cambridge St,Trip,2010-12-30 22:48:19
Charles St,Trip,2010-12-30 22:48:19
Storrow Dr,Trip,2010-12-30 22:48:19
David G Mugar Way,Trip,2010-12-30 22:48:19
Revere St,Trip,2010-12-30 22:48:19
Pinckney St,Trip,2010-12-30 22:48:19
Mt Vernon St,Trip,2010-12-30 22:48:19
Chestnut St,Trip,2010-12-30 22:48:19
Beaver Pl,Trip,2010-12-30 22:48:19
Beacon St,Trip,2010-12-30 22:48:19
Bay State Rd,Trip,2010-12-30 22:48:19
Raleigh St,Trip,2010-12-30 22:48:19
Deerfield St,Trip,2010-12-30 22:48:19
Soldiers Field Rd,Trip,2010-12-30 22:48:19
Harvard Way,Trip,2010-12-30 22:48:19
N Harvard St,Trip,2010-12-30 22:48:19
Charlesgate W,Trip,2010-12-30 22:48:19
Boylston St,Trip,2010-12-30 22:48:19
Park Dr,Trip,2010-12-30 22:48:19
Agassiz Rd,Trip,2010-12-30 22:48:19
Fenway,Trip,2010-12-30 22:48:19
Charlesgate E,Trip,2010-12-30 22:48:19
Commonwealth Ave,Trip,2010-12-30 22:48:19
Arlington St,Trip,2010-12-30 22:48:19
Tremont St,Trip,2010-12-30 22:48:19
Court St,Trip,2010-12-30 22:48:19
Massachusetts Ave,Trip,2011-03-06 16:08:04
Newbury St,Trip,2011-03-06 16:08:04
Boylston St,Trip,2011-03-06 16:08:04
Arlington St,Trip,2011-03-06 16:08:04
Beacon St,Trip,2011-03-06 16:08:04
Bowdoin St,Trip,2011-03-06 16:08:04
Cambridge St,Trip,2011-03-06 16:08:04
Charles St,Trip,2011-03-06 16:08:04
David G Mugar Way,Trip,2011-03-06 16:08:04
Longfellow Brg,Trip,2011-03-06 16:08:04
Leverett Cir,Trip,2011-03-06 18:40:10
Nashua St,Trip,2011-03-06 18:40:10
Charles St,Trip,2011-03-06 18:40:10
Storrow Dr,Trip,2011-03-06 18:40:10
RT 28,Trip,2011-03-06 18:40:10
David G Mugar Way,Trip,2011-03-06 18:40:10
Mt Vernon St,Trip,2011-03-06 18:40:10
Otis Pl,Trip,2011-03-06 18:40:10
Chestnut St,Trip,2011-03-06 18:40:10
Beaver Pl,Trip,2011-03-06 18:40:10
Beacon St,Trip,2011-03-06 18:40:10
Massachusetts Ave,Trip,2011-03-06 18:40:10
Raleigh St,Trip,2011-03-06 18:40:10
Bay State Rd,Trip,2011-03-06 18:40:10
Boston University Brg,Trip,2011-03-06 18:40:10
Soldiers Field Rd,Trip,2011-03-06 18:40:10
Western Ave,Trip,2011-03-06 18:40:10
Harvard Way,Trip,2011-03-06 18:40:10
N Harvard St,Trip,2011-03-06 18:40:10
Eliot Brg,Trip,2011-03-06 18:40:10
Leo M Birmingham Pky,Trip,2011-03-06 18:40:10
N Beacon St,Trip,2011-03-06 18:40:10
Nonantum Rd,Trip,2011-03-06 18:40:10
Perkins St,Trip,2011-03-13 14:55:02
Independence Dr,Trip,2011-03-13 14:55:02
VFW Pky,Trip,2011-03-13 14:55:02
Newfield St,Trip,2011-03-13 14:55:02
Baker St,Trip,2011-03-13 14:55:02
Boston University Brg,Trip,2011-03-24 11:24:18
Soldiers Field Rd,Trip,2011-03-24 11:24:18
Commonwealth Ave,Trip,2011-03-24 11:24:18
Leverett Cir,Trip,2011-03-29 17:07:54
Nashua St,Trip,2011-03-29 17:07:54
Charles St,Trip,2011-03-29 17:07:54
Storrow Dr,Trip,2011-03-29 17:07:54
RT 28,Trip,2011-03-29 17:07:54
David G Mugar Way,Trip,2011-03-29 17:07:54
Mt Vernon St,Trip,2011-03-29 17:07:54
Otis Pl,Trip,2011-03-29 17:07:54
Chestnut St,Trip,2011-03-29 17:07:54
Beaver Pl,Trip,2011-03-29 17:07:54
Beacon St,Trip,2011-03-29 17:07:54
Massachusetts Ave,Trip,2011-03-29 17:07:54
Raleigh St,Trip,2011-03-29 17:07:54
Bay State Rd,Trip,2011-03-29 17:07:54
Boston University Brg,Trip,2011-03-29 17:07:54
Soldiers Field Rd,Trip,2011-03-29 17:07:54
Western Ave,Trip,2011-03-29 17:07:54
Harvard Way,Trip,2011-03-29 17:07:54
N Harvard St,Trip,2011-03-29 17:07:54
Eliot Brg,Trip,2011-03-29 17:07:54
Leo M Birmingham Pky,Trip,2011-03-29 17:07:54
N Beacon St,Trip,2011-03-29 17:07:54
Nonantum Rd,Trip,2011-03-29 17:07:54
Tremont St,Trip,2011-04-03 19:30:38
Boylston St,Trip,2011-04-03 19:30:38
Carver St,Trip,2011-04-03 19:30:38
Charles St S,Trip,2011-04-03 19:30:38
Park Plz,Trip,2011-04-03 19:30:38
St James Ave,Trip,2011-04-03 19:30:38
Stuart St,Trip,2011-04-03 19:30:38
Columbus Ave,Trip,2011-04-03 19:30:38
Clarendon St,Trip,2011-04-03 19:30:38
Massachusetts Ave,Trip,2011-04-03 19:30:38
St Cyprians Pl,Trip,2011-04-03 19:30:38
Ruggles St,Trip,2011-04-03 19:30:38
Schroeder Plz,Trip,2011-04-03 19:30:38
Prentiss St,Trip,2011-04-03 19:30:38
Station St,Trip,2011-04-03 19:30:38
Elmwood St,Trip,2011-04-03 19:30:38
Terrace St,Trip,2011-04-03 19:30:38
Terrace Pl,Trip,2011-04-03 19:30:38
Centre St,Trip,2011-04-03 19:30:38
Lamartine St,Trip,2011-04-03 19:30:38
Mozart St,Trip,2011-04-03 19:30:38
Wyman St,Trip,2011-04-03 19:30:38
Wyman St,Trip,2011-04-03 19:31:55
Lamartine St,Trip,2011-04-03 19:31:55
Centre St,Trip,2011-04-03 19:31:55
Columbus Ave,Trip,2011-04-03 19:31:55
Heath St,Trip,2011-04-03 19:31:55
Terrace St,Trip,2011-04-03 19:31:55
Terrace Pl,Trip,2011-04-03 19:31:55
Elmwood St,Trip,2011-04-03 19:31:55
Station St,Trip,2011-04-03 19:31:55
Prentiss St,Trip,2011-04-03 19:31:55
Schroeder Plz,Trip,2011-04-03 19:31:55
Tremont St,Trip,2011-04-03 19:31:55
Ruggles St,Trip,2011-04-03 19:31:55
St Cyprians Pl,Trip,2011-04-03 19:31:55
Berkeley St,Trip,2011-04-03 19:31:55
Stuart St,Trip,2011-04-03 19:31:55
Park Plz,Trip,2011-04-03 19:31:55
Boylston St,Trip,2011-04-03 19:31:55
Carver St,Trip,2011-04-03 19:31:55
Winter St,Trip,2011-04-03 19:31:55
Winter Pl,Trip,2011-04-03 19:31:55
Longfellow Pl,Trip,2011-04-12 16:16:33
Hawthorne Pl,Trip,2011-04-12 16:16:33
Martha Rd,Trip,2011-04-12 16:16:33
Lomasney Way,Trip,2011-04-12 16:16:33
Nashua St,Trip,2011-04-12 16:16:33
Leverett Cir,Trip,2011-04-12 16:16:33
Charles St,Trip,2011-04-12 16:16:33
RT 28,Trip,2011-04-12 16:16:33
Storrow Dr,Trip,2011-04-12 16:16:33
Cambridge St,Trip,2011-04-12 16:16:33
RT 3,Trip,2011-04-12 16:16:33
David G Mugar Way,Trip,2011-04-12 16:16:33
Charles River Sq,Trip,2011-04-12 16:16:33
Revere St,Trip,2011-04-12 16:16:33
Pinckney St,Trip,2011-04-12 16:16:33
Mt Vernon St,Trip,2011-04-12 16:16:33
Beacon St,Trip,2011-04-12 16:16:33
Hereford St,Trip,2011-04-12 16:16:33
Massachusetts Ave,Trip,2011-04-12 16:16:33
Raleigh St,Trip,2011-04-12 16:16:33
Bay State Rd,Trip,2011-04-12 16:16:33
Deerfield St,Trip,2011-04-12 16:16:33
Blue Hill Ave,Trip,2011-04-24 06:45:06
Morton St,Trip,2011-04-24 06:45:06
Harvard St,Trip,2011-04-24 06:45:06
American Legion Hwy,Trip,2011-04-24 06:45:06
Canterbury St,Trip,2011-04-24 06:45:06
Forest Hills St,Trip,2011-04-24 06:45:06
Arborway,Trip,2011-04-24 06:45:06
Washington St,Trip,2011-04-24 06:45:06
St Mark St,Trip,2011-04-24 06:45:06
Anson St,Trip,2011-04-24 06:45:06
Rosemary St,Trip,2011-04-24 06:45:06
Hall St,Trip,2011-04-24 06:45:06
Boynton St,Trip,2011-04-24 06:45:06
Call St,Trip,2011-04-24 06:45:06
Crosby Sq,Trip,2011-04-24 06:45:06
Everett St,Trip,2011-04-24 06:45:06
Green St,Trip,2011-04-24 06:45:06
Amory St,Trip,2011-04-24 06:45:06
Lamartine St,Trip,2011-04-24 06:45:06
Centre St,Trip,2011-04-24 06:45:06
Columbus Ave,Trip,2011-04-24 06:45:06
New Heath St,Trip,2011-04-24 06:45:06
Terrace St,Trip,2011-04-24 06:45:06
Terrace Pl,Trip,2011-04-24 06:45:06
Elmwood St,Trip,2011-04-24 06:45:06
Station St,Trip,2011-04-24 06:45:06
Prentiss St,Trip,2011-04-24 06:45:06
Tremont St,Trip,2011-04-24 06:45:06
Schroeder Plz,Trip,2011-04-24 06:45:06
Ruggles St,Trip,2011-04-24 06:45:06
Parker St,Trip,2011-04-24 06:45:06
Huntington Ave,Trip,2011-04-24 06:45:06
Fenway,Trip,2011-04-24 06:45:06
Park Dr,Trip,2011-04-24 06:45:06
Boylston St,Trip,2011-04-24 06:45:06
Yawkey Way,Trip,2011-04-24 06:45:06
Beacon St,Trip,2011-04-24 06:45:06
Commonwealth Ave,Trip,2011-04-24 06:45:06
Silber Way,Trip,2011-04-24 06:45:06
Bay State Rd,Trip,2011-04-24 06:45:06
Storrow Dr,Trip,2011-04-24 06:45:06
Boston University Brg,Trip,2011-04-24 06:45:06
Soldiers Field Rd,Trip,2011-04-24 06:45:06
Blue Hill Ave,Trip,2011-04-24 06:50:45
Morton St,Trip,2011-04-24 06:50:45
Harvard St,Trip,2011-04-24 06:50:45
American Legion Hwy,Trip,2011-04-24 06:50:45
Canterbury St,Trip,2011-04-24 06:50:45
Forest Hills St,Trip,2011-04-24 06:50:45
Arborway,Trip,2011-04-24 06:50:45
Washington St,Trip,2011-04-24 06:50:45
St Mark St,Trip,2011-04-24 06:50:45
Anson St,Trip,2011-04-24 06:50:45
Rosemary St,Trip,2011-04-24 06:50:45
Hall St,Trip,2011-04-24 06:50:45
Boynton St,Trip,2011-04-24 06:50:45
Call St,Trip,2011-04-24 06:50:45
Crosby Sq,Trip,2011-04-24 06:50:45
Gordon St,Trip,2011-04-24 06:50:45
Green St,Trip,2011-04-24 06:50:45
Amory St,Trip,2011-04-24 06:50:45
Lamartine St,Trip,2011-04-24 06:50:45
Centre St,Trip,2011-04-24 06:50:45
Columbus Ave,Trip,2011-04-24 06:50:45
Terrace St,Trip,2011-04-24 06:50:45
Terrace Pl,Trip,2011-04-24 06:50:45
Elmwood St,Trip,2011-04-24 06:50:45
Station St,Trip,2011-04-24 06:50:45
Mindoro St,Trip,2011-04-24 06:50:45
Prentiss St,Trip,2011-04-24 06:50:45
Schroeder Plz,Trip,2011-04-24 06:50:45
Tremont St,Trip,2011-04-24 06:50:45
Ruggles St,Trip,2011-04-24 06:50:45
Parker St,Trip,2011-04-24 06:50:45
Huntington Ave,Trip,2011-04-24 06:50:45
Fenway,Trip,2011-04-24 06:50:45
Boylston St,Trip,2011-04-24 06:50:45
Massachusetts Ave,Trip,2011-04-24 06:50:45
Commonwealth Ave,Trip,2011-04-24 06:50:45
Blue Hill Ave,Trip,2011-04-24 06:55:49
Morton St,Trip,2011-04-24 06:55:49
Canterbury St,Trip,2011-04-24 06:55:49
Forest Hills St,Trip,2011-04-24 06:55:49
Arborway,Trip,2011-04-24 06:55:49
Washington St,Trip,2011-04-24 06:55:49
St Mark St,Trip,2011-04-24 06:55:49
Anson St,Trip,2011-04-24 06:55:49
Rosemary St,Trip,2011-04-24 06:55:49
Hall St,Trip,2011-04-24 06:55:49
Boynton St,Trip,2011-04-24 06:55:49
Call St,Trip,2011-04-24 06:55:49
Crosby Sq,Trip,2011-04-24 06:55:49
Green St,Trip,2011-04-24 06:55:49
Amory St,Trip,2011-04-24 06:55:49
Lamartine St,Trip,2011-04-24 06:55:49
Centre St,Trip,2011-04-24 06:55:49
Columbus Ave,Trip,2011-04-24 06:55:49
New Heath St,Trip,2011-04-24 06:55:49
Terrace St,Trip,2011-04-24 06:55:49
Terrace Pl,Trip,2011-04-24 06:55:49
Elmwood St,Trip,2011-04-24 06:55:49
Station St,Trip,2011-04-24 06:55:49
Prentiss St,Trip,2011-04-24 06:55:49
Schroeder Plz,Trip,2011-04-24 06:55:49
Tremont St,Trip,2011-04-24 06:55:49
Ruggles St,Trip,2011-04-24 06:55:49
Parker St,Trip,2011-04-24 06:55:49
Huntington Ave,Trip,2011-04-24 06:55:49
Fenway,Trip,2011-04-24 06:55:49
Boylston St,Trip,2011-04-24 06:55:49
Newbury St,Trip,2011-04-24 06:55:49
Massachusetts Ave,Trip,2011-04-24 06:55:49
David G Mugar Way,Trip,2011-05-03 12:28:42
Charles St,Trip,2011-05-03 12:28:42
W Cedar St,Trip,2011-05-03 12:28:42
Cambridge St,Trip,2011-05-03 12:28:42
New Sudbury St,Trip,2011-05-03 12:28:42
Sudbury St,Trip,2011-05-03 12:28:42
Cross St,Trip,2011-05-03 12:28:42
Blackstone St,Trip,2011-05-03 12:28:42
Clinton St,Trip,2011-05-03 12:28:42
State St,Trip,2011-05-03 12:28:42
Milk St,Trip,2011-05-03 12:28:42
E India Row,Trip,2011-05-03 12:28:42
Broad St,Trip,2011-05-03 12:28:42
High St,Trip,2011-05-03 12:28:42
Atlantic Ave,Trip,2011-05-03 12:28:42
Farnsworth St,Trip,2011-05-03 12:28:42
Northern Ave,Trip,2011-05-03 12:28:42
Northern Ave,Trip,2011-05-03 12:37:14
Seaport Blvd,Trip,2011-05-03 12:37:14
Atlantic Ave,Trip,2011-05-03 12:37:14
High St,Trip,2011-05-03 12:37:14
E India Row,Trip,2011-05-03 12:37:14
State St,Trip,2011-05-03 12:37:14
Commercial St,Trip,2011-05-03 12:37:14
Chatham St,Trip,2011-05-03 12:37:14
Faneuil Hall Market Pl,Trip,2011-05-03 12:37:14
Faneuil Hall Sq,Trip,2011-05-03 12:37:14
North St,Trip,2011-05-03 12:37:14
City Hall Plz,Trip,2011-05-03 12:37:14
Union St,Trip,2011-05-03 12:37:14
Sudbury St,Trip,2011-05-03 12:37:14
Friend St,Trip,2011-05-03 12:37:14
Portland St,Trip,2011-05-03 12:37:14
Causeway St,Trip,2011-05-03 12:37:14
Legends Way,Trip,2011-05-03 12:37:14
Nashua St,Trip,2011-05-03 12:37:14
Leverett Cir,Trip,2011-05-03 12:37:14
N Beacon St,Trip,2011-05-06 20:56:52
Soldiers Field Rd,Trip,2011-05-06 20:56:52
Franklin St,Trip,2011-05-25 15:26:12
Lincoln St,Trip,2011-05-25 15:26:12
Cambridge St,Trip,2011-05-25 15:26:12
Linden St,Trip,2011-05-25 15:26:12
Farrington Ave,Trip,2011-05-25 15:26:12
Gardner St,Trip,2011-05-25 15:26:12
Brighton Ave,Trip,2011-05-25 15:26:12
Commonwealth Ave,Trip,2011-05-25 15:26:12
Beacon St,Trip,2011-05-25 15:26:12
Charlesgate W,Trip,2011-05-25 15:26:12
Massachusetts Ave,Trip,2011-05-25 15:26:12
Newbury St,Trip,2011-05-25 15:26:12
Boylston St,Trip,2011-05-25 15:26:12
Dalton St,Trip,2011-05-25 15:26:12
Belvidere St,Trip,2011-05-25 15:26:12
St Germain St,Trip,2011-05-25 15:26:12
Huntington Ave,Trip,2011-05-25 15:26:12
W Newton St,Trip,2011-05-25 15:26:12
